p,m,sigma,rep,inhull,s_type,first_extinction
1,10,NA,742,NA,1,250.7696
1,10,NA,742,NA,2,250.7696
1,10,NA,743,NA,1,156.8258
1,10,NA,743,NA,2,156.8258
1,10,NA,744,NA,1,202.805
1,10,NA,744,NA,2,202.805
1,10,NA,745,NA,1,104.4098
1,10,NA,745,NA,2,104.4098
1,10,NA,746,NA,1,371.1648
1,10,NA,746,NA,2,371.1648
1,10,NA,747,NA,1,108.2182
1,10,NA,747,NA,2,108.2182
1,10,NA,748,NA,1,319.0774
1,10,NA,748,NA,2,319.0774
1,10,NA,749,NA,1,229.416
1,10,NA,749,NA,2,229.416
1,10,NA,750,NA,1,284.6582
1,10,NA,750,NA,2,284.6582
1,10,NA,751,NA,1,459.5338
1,10,NA,751,NA,2,459.5338
1,10,NA,752,NA,1,217.4368
1,10,NA,752,NA,2,217.4368
1,10,NA,753,NA,1,158.4678
1,10,NA,753,NA,2,158.4678
1,10,NA,754,NA,1,208.8428
1,10,NA,754,NA,2,208.8428
1,10,NA,755,NA,1,185.6996
1,10,NA,755,NA,2,185.6996
1,10,NA,756,NA,1,249.1974
1,10,NA,756,NA,2,249.1974
1,10,NA,757,NA,1,153.27
1,10,NA,757,NA,2,153.27
1,10,NA,758,NA,1,323.3518
1,10,NA,758,NA,2,323.3518
1,10,NA,759,NA,1,140.2706
1,10,NA,759,NA,2,140.2706
1,10,NA,760,NA,1,218.5982
1,10,NA,760,NA,2,218.5982
1,10,NA,761,NA,1,173.5636
1,10,NA,761,NA,2,173.5636
1,10,NA,762,NA,1,205.5824
1,10,NA,762,NA,2,205.5824
1,10,NA,763,NA,1,120.4148
1,10,NA,763,NA,2,120.4148
1,10,NA,764,NA,1,117.8686
1,10,NA,764,NA,2,117.8686
1,10,NA,765,NA,1,135.6784
1,10,NA,765,NA,2,135.6784
1,10,NA,766,NA,1,163.7826
1,10,NA,766,NA,2,163.7826
1,10,NA,767,NA,1,223.6608
1,10,NA,767,NA,2,223.6608
1,10,NA,768,NA,1,235.058
1,10,NA,768,NA,2,235.058
1,10,NA,769,NA,1,264.4288
1,10,NA,769,NA,2,264.4288
1,10,NA,770,NA,1,367.8152
1,10,NA,770,NA,2,367.8152
1,10,NA,771,NA,1,211.2226
1,10,NA,771,NA,2,211.2226
1,10,NA,772,NA,1,169.925
1,10,NA,772,NA,2,169.925
1,10,NA,773,NA,1,150.5824
1,10,NA,773,NA,2,150.5824
1,10,NA,774,NA,1,233.392
1,10,NA,774,NA,2,233.392
1,10,NA,775,NA,1,230.1724
1,10,NA,775,NA,2,230.1724
1,10,NA,776,NA,1,151.6038
1,10,NA,776,NA,2,151.6038
1,10,NA,777,NA,1,152.2758
1,10,NA,777,NA,2,152.2758
1,10,NA,778,NA,1,138.4844
1,10,NA,778,NA,2,138.4844
1,10,NA,779,NA,1,188.5804
1,10,NA,779,NA,2,188.5804
1,10,NA,780,NA,1,245.3078
1,10,NA,780,NA,2,245.3078
1,10,NA,781,NA,1,202.9028
1,10,NA,781,NA,2,202.9028
1,10,NA,782,NA,1,275.5646
1,10,NA,782,NA,2,275.5646
1,10,NA,783,NA,1,277.3404
1,10,NA,783,NA,2,277.3404
1,10,NA,784,NA,1,161.5184
1,10,NA,784,NA,2,161.5184
1,10,NA,785,NA,1,213.2192
1,10,NA,785,NA,2,213.2192
1,10,NA,786,NA,1,253.5142
1,10,NA,786,NA,2,253.5142
1,10,NA,787,NA,1,128.1858
1,10,NA,787,NA,2,128.1858
1,10,NA,788,NA,1,181.7228
1,10,NA,788,NA,2,181.7228
1,10,NA,789,NA,1,133.7624
1,10,NA,789,NA,2,133.7624
1,10,NA,790,NA,1,163.6472
1,10,NA,790,NA,2,163.6472
1,10,NA,791,NA,1,165.214
1,10,NA,791,NA,2,165.214
1,10,NA,792,NA,1,501.3962
1,10,NA,792,NA,2,501.3962
1,10,NA,793,NA,1,204.4158
1,10,NA,793,NA,2,204.4158
1,10,NA,794,NA,1,145.7466
1,10,NA,794,NA,2,145.7466
1,10,NA,795,NA,1,240.3094
1,10,NA,795,NA,2,240.3094
1,10,NA,796,NA,1,209.1114
1,10,NA,796,NA,2,209.1114
1,10,NA,797,NA,1,174.2126
1,10,NA,797,NA,2,174.2126
1,10,NA,798,NA,1,426.7636
1,10,NA,798,NA,2,426.7636
1,10,NA,799,NA,1,191.1438
1,10,NA,799,NA,2,191.1438
1,10,NA,800,NA,1,187.2778
1,10,NA,800,NA,2,187.2778
1,10,NA,801,NA,1,186.639
1,10,NA,801,NA,2,186.639
1,10,NA,802,NA,1,276.4864
1,10,NA,802,NA,2,276.4864
1,10,NA,803,NA,1,371.2328
1,10,NA,803,NA,2,371.2328
1,10,NA,804,NA,1,188.4552
1,10,NA,804,NA,2,188.4552
1,10,NA,805,NA,1,121.2538
1,10,NA,805,NA,2,121.2538
1,10,NA,806,NA,1,167.5612
1,10,NA,806,NA,2,167.5612
1,10,NA,807,NA,1,347.5754
1,10,NA,807,NA,2,347.5754
1,10,NA,808,NA,1,134.2346
1,10,NA,808,NA,2,134.2346
1,10,NA,809,NA,1,413.8074
1,10,NA,809,NA,2,413.8074
1,10,NA,810,NA,1,329.1712
1,10,NA,810,NA,2,329.1712
1,10,NA,811,NA,1,68.4824
1,10,NA,811,NA,2,68.4824
1,10,NA,812,NA,1,178.9494
1,10,NA,812,NA,2,178.9494
1,10,NA,813,NA,1,137.3194
1,10,NA,813,NA,2,137.3194
1,10,NA,814,NA,1,205.1732
1,10,NA,814,NA,2,205.1732
1,10,NA,815,NA,1,414.5598
1,10,NA,815,NA,2,414.5598
1,10,NA,816,NA,1,156.001
1,10,NA,816,NA,2,156.001
1,10,NA,817,NA,1,233.3826
1,10,NA,817,NA,2,233.3826
1,10,NA,818,NA,1,186.7532
1,10,NA,818,NA,2,186.7532
1,10,NA,819,NA,1,179.2448
1,10,NA,819,NA,2,179.2448
1,10,NA,820,NA,1,164.8684
1,10,NA,820,NA,2,164.8684
1,10,NA,821,NA,1,191.968
1,10,NA,821,NA,2,191.968
1,10,NA,822,NA,1,88.635
1,10,NA,822,NA,2,88.635
1,10,NA,823,NA,1,203.4768
1,10,NA,823,NA,2,203.4768
1,10,NA,824,NA,1,193.5212
1,10,NA,824,NA,2,193.5212
1,10,NA,825,NA,1,365.8236
1,10,NA,825,NA,2,365.8236
1,10,NA,826,NA,1,221.3648
1,10,NA,826,NA,2,221.3648
1,10,NA,827,NA,1,194.0258
1,10,NA,827,NA,2,194.0258
1,10,NA,828,NA,1,130.249
1,10,NA,828,NA,2,130.249
1,10,NA,829,NA,1,239.8944
1,10,NA,829,NA,2,239.8944
1,10,NA,830,NA,1,348.3396
1,10,NA,830,NA,2,348.3396
1,10,NA,831,NA,1,150.377
1,10,NA,831,NA,2,150.377
1,10,NA,832,NA,1,106.909
1,10,NA,832,NA,2,106.909
1,10,NA,833,NA,1,118.1948
1,10,NA,833,NA,2,118.1948
1,10,NA,834,NA,1,159.4072
1,10,NA,834,NA,2,159.4072
1,10,NA,835,NA,1,161.5932
1,10,NA,835,NA,2,161.5932
1,10,NA,836,NA,1,150.6172
1,10,NA,836,NA,2,150.6172
1,10,NA,837,NA,1,171.6192
1,10,NA,837,NA,2,171.6192
1,10,NA,838,NA,1,132.2764
1,10,NA,838,NA,2,132.2764
1,10,NA,839,NA,1,133.3938
1,10,NA,839,NA,2,133.3938
1,10,NA,840,NA,1,146.775
1,10,NA,840,NA,2,146.775
1,10,NA,841,NA,1,121.0374
1,10,NA,841,NA,2,121.0374
1,10,NA,842,NA,1,173.858
1,10,NA,842,NA,2,173.858
1,10,NA,843,NA,1,188.4168
1,10,NA,843,NA,2,188.4168
1,10,NA,844,NA,1,136.196
1,10,NA,844,NA,2,136.196
1,10,NA,845,NA,1,199.1446
1,10,NA,845,NA,2,199.1446
1,10,NA,846,NA,1,65.1704
1,10,NA,846,NA,2,65.1704
1,10,NA,847,NA,1,201.6426
1,10,NA,847,NA,2,201.6426
1,10,NA,848,NA,1,124.0934
1,10,NA,848,NA,2,124.0934
1,10,NA,849,NA,1,256.9046
1,10,NA,849,NA,2,256.9046
1,10,NA,850,NA,1,205.1596
1,10,NA,850,NA,2,205.1596
1,10,NA,851,NA,1,222.2648
1,10,NA,851,NA,2,222.2648
1,10,NA,852,NA,1,194.4618
1,10,NA,852,NA,2,194.4618
1,10,NA,853,NA,1,138.7754
1,10,NA,853,NA,2,138.7754
1,10,NA,854,NA,1,241.0182
1,10,NA,854,NA,2,241.0182
1,10,NA,855,NA,1,211.246
1,10,NA,855,NA,2,211.246
1,10,NA,856,NA,1,194.375
1,10,NA,856,NA,2,194.375
1,10,NA,857,NA,1,329.02
1,10,NA,857,NA,2,329.02
1,10,NA,858,NA,1,128.6292
1,10,NA,858,NA,2,128.6292
1,10,NA,859,NA,1,107.1544
1,10,NA,859,NA,2,107.1544
1,10,NA,860,NA,1,164.691
1,10,NA,860,NA,2,164.691
1,10,NA,861,NA,1,191.3048
1,10,NA,861,NA,2,191.3048
1,10,NA,862,NA,1,100.4998
1,10,NA,862,NA,2,100.4998
1,10,NA,863,NA,1,172.908
1,10,NA,863,NA,2,172.908
1,10,NA,864,NA,1,190.4104
1,10,NA,864,NA,2,190.4104
1,10,NA,865,NA,1,236.737
1,10,NA,865,NA,2,236.737
1,10,NA,866,NA,1,298.169
1,10,NA,866,NA,2,298.169
1,10,NA,867,NA,1,201.7078
1,10,NA,867,NA,2,201.7078
1,10,NA,868,NA,1,137.917
1,10,NA,868,NA,2,137.917
1,10,NA,869,NA,1,227.7806
1,10,NA,869,NA,2,227.7806
1,10,NA,870,NA,1,269.1886
1,10,NA,870,NA,2,269.1886
1,10,NA,871,NA,1,135.3328
1,10,NA,871,NA,2,135.3328
1,10,NA,872,NA,1,263.9934
1,10,NA,872,NA,2,263.9934
1,10,NA,873,NA,1,99.661
1,10,NA,873,NA,2,99.661
1,10,NA,874,NA,1,244.1788
1,10,NA,874,NA,2,244.1788
1,10,NA,875,NA,1,167.241
1,10,NA,875,NA,2,167.241
1,10,NA,876,NA,1,227.2838
1,10,NA,876,NA,2,227.2838
1,10,NA,877,NA,1,285.92380000000003
1,10,NA,877,NA,2,285.92380000000003
1,10,NA,878,NA,1,252.9112
1,10,NA,878,NA,2,252.9112
1,10,NA,879,NA,1,140.603
1,10,NA,879,NA,2,140.603
1,10,NA,880,NA,1,213.6218
1,10,NA,880,NA,2,213.6218
1,10,NA,881,NA,1,126.4776
1,10,NA,881,NA,2,126.4776
1,10,NA,882,NA,1,206.2144
1,10,NA,882,NA,2,206.2144
1,10,NA,883,NA,1,194.3684
1,10,NA,883,NA,2,194.3684
1,10,NA,884,NA,1,141.5616
1,10,NA,884,NA,2,141.5616
1,10,NA,885,NA,1,222.687
1,10,NA,885,NA,2,222.687
1,10,NA,886,NA,1,149.3328
1,10,NA,886,NA,2,149.3328
1,10,NA,887,NA,1,495.5156
1,10,NA,887,NA,2,495.5156
1,10,NA,888,NA,1,345.5684
1,10,NA,888,NA,2,345.5684
1,10,NA,889,NA,1,100.2434
1,10,NA,889,NA,2,100.2434
1,10,NA,890,NA,1,308.3272
1,10,NA,890,NA,2,308.3272
1,10,NA,891,NA,1,154.4488
1,10,NA,891,NA,2,154.4488
1,10,NA,892,NA,1,198.0986
1,10,NA,892,NA,2,198.0986
1,10,NA,893,NA,1,154.748
1,10,NA,893,NA,2,154.748
1,10,NA,894,NA,1,262.784
1,10,NA,894,NA,2,262.784
1,10,NA,895,NA,1,254.6812
1,10,NA,895,NA,2,254.6812
1,10,NA,896,NA,1,329.6024
1,10,NA,896,NA,2,329.6024
1,10,NA,897,NA,1,257.8644
1,10,NA,897,NA,2,257.8644
1,10,NA,898,NA,1,191.9814
1,10,NA,898,NA,2,191.9814
1,10,NA,899,NA,1,140.4534
1,10,NA,899,NA,2,140.4534
1,10,NA,900,NA,1,150.1156
1,10,NA,900,NA,2,150.1156
1,10,NA,901,NA,1,185.6524
1,10,NA,901,NA,2,185.6524
1,10,NA,902,NA,1,184.3848
1,10,NA,902,NA,2,184.3848
1,10,NA,903,NA,1,185.4038
1,10,NA,903,NA,2,185.4038
1,10,NA,904,NA,1,223.6808
1,10,NA,904,NA,2,223.6808
1,10,NA,905,NA,1,191.0234
1,10,NA,905,NA,2,191.0234
1,10,NA,906,NA,1,162.7324
1,10,NA,906,NA,2,162.7324
1,10,NA,907,NA,1,307.6822
1,10,NA,907,NA,2,307.6822
1,10,NA,908,NA,1,213.3458
1,10,NA,908,NA,2,213.3458
1,10,NA,909,NA,1,166.894
1,10,NA,909,NA,2,166.894
1,10,NA,910,NA,1,167.6696
1,10,NA,910,NA,2,167.6696
1,10,NA,911,NA,1,206.5756
1,10,NA,911,NA,2,206.5756
1,10,NA,912,NA,1,182.0814
1,10,NA,912,NA,2,182.0814
1,10,NA,913,NA,1,132.3764
1,10,NA,913,NA,2,132.3764
1,10,NA,914,NA,1,158.5446
1,10,NA,914,NA,2,158.5446
1,10,NA,915,NA,1,293.7622
1,10,NA,915,NA,2,293.7622
1,10,NA,916,NA,1,267.1266
1,10,NA,916,NA,2,267.1266
1,10,NA,917,NA,1,81.0016
1,10,NA,917,NA,2,81.0016
1,10,NA,918,NA,1,102.366
1,10,NA,918,NA,2,102.366
1,10,NA,919,NA,1,320.18
1,10,NA,919,NA,2,320.18
1,10,NA,920,NA,1,284.0014
1,10,NA,920,NA,2,284.0014
1,10,NA,921,NA,1,231.2576
1,10,NA,921,NA,2,231.2576
1,10,NA,922,NA,1,239.7266
1,10,NA,922,NA,2,239.7266
1,10,NA,923,NA,1,268.7792
1,10,NA,923,NA,2,268.7792
1,10,NA,924,NA,1,139.2882
1,10,NA,924,NA,2,139.2882
1,10,NA,925,NA,1,217.279
1,10,NA,925,NA,2,217.279
1,10,NA,926,NA,1,177.2844
1,10,NA,926,NA,2,177.2844
1,10,NA,927,NA,1,184.9804
1,10,NA,927,NA,2,184.9804
1,10,NA,928,NA,1,317.314
1,10,NA,928,NA,2,317.314
1,10,NA,929,NA,1,257.7272
1,10,NA,929,NA,2,257.7272
1,10,NA,930,NA,1,234.3388
1,10,NA,930,NA,2,234.3388
1,10,NA,931,NA,1,229.267
1,10,NA,931,NA,2,229.267
1,10,NA,932,NA,1,151.2272
1,10,NA,932,NA,2,151.2272
1,10,NA,933,NA,1,194.4312
1,10,NA,933,NA,2,194.4312
1,10,NA,934,NA,1,215.5394
1,10,NA,934,NA,2,215.5394
1,10,NA,935,NA,1,149.132
1,10,NA,935,NA,2,149.132
1,10,NA,936,NA,1,134.902
1,10,NA,936,NA,2,134.902
1,10,NA,937,NA,1,183.153
1,10,NA,937,NA,2,183.153
1,10,NA,938,NA,1,223.2138
1,10,NA,938,NA,2,223.2138
1,10,NA,939,NA,1,123.5216
1,10,NA,939,NA,2,123.5216
1,10,NA,940,NA,1,292.132
1,10,NA,940,NA,2,292.132
1,10,NA,941,NA,1,131.0496
1,10,NA,941,NA,2,131.0496
1,10,NA,942,NA,1,220.4186
1,10,NA,942,NA,2,220.4186
1,10,NA,943,NA,1,318.3752
1,10,NA,943,NA,2,318.3752
1,10,NA,944,NA,1,224.4958
1,10,NA,944,NA,2,224.4958
1,10,NA,945,NA,1,207.6252
1,10,NA,945,NA,2,207.6252
1,10,NA,946,NA,1,170.1868
1,10,NA,946,NA,2,170.1868
1,10,NA,947,NA,1,100.7226
1,10,NA,947,NA,2,100.7226
1,10,NA,948,NA,1,94.3778
1,10,NA,948,NA,2,94.3778
1,10,NA,949,NA,1,228.9464
1,10,NA,949,NA,2,228.9464
1,10,NA,950,NA,1,212.7196
1,10,NA,950,NA,2,212.7196
1,10,NA,951,NA,1,261.1908
1,10,NA,951,NA,2,261.1908
1,10,NA,952,NA,1,300.919
1,10,NA,952,NA,2,300.919
1,10,NA,953,NA,1,90.9812
1,10,NA,953,NA,2,90.9812
1,10,NA,954,NA,1,220.8682
1,10,NA,954,NA,2,220.8682
1,10,NA,955,NA,1,184.5508
1,10,NA,955,NA,2,184.5508
1,10,NA,956,NA,1,330.3856
1,10,NA,956,NA,2,330.3856
1,10,NA,957,NA,1,232.5396
1,10,NA,957,NA,2,232.5396
1,10,NA,958,NA,1,107.5994
1,10,NA,958,NA,2,107.5994
1,10,NA,959,NA,1,110.2632
1,10,NA,959,NA,2,110.2632
1,10,NA,960,NA,1,231.7252
1,10,NA,960,NA,2,231.7252
1,10,NA,961,NA,1,225.4702
1,10,NA,961,NA,2,225.4702
1,10,NA,962,NA,1,218.378
1,10,NA,962,NA,2,218.378
1,10,NA,963,NA,1,181.1044
1,10,NA,963,NA,2,181.1044
1,10,NA,964,NA,1,173.9778
1,10,NA,964,NA,2,173.9778
1,10,NA,965,NA,1,184.9678
1,10,NA,965,NA,2,184.9678
1,10,NA,966,NA,1,333.957
1,10,NA,966,NA,2,333.957
1,10,NA,967,NA,1,308.8178
1,10,NA,967,NA,2,308.8178
1,10,NA,968,NA,1,257.9302
1,10,NA,968,NA,2,257.9302
1,10,NA,969,NA,1,319.8838
1,10,NA,969,NA,2,319.8838
1,10,NA,970,NA,1,255.6696
1,10,NA,970,NA,2,255.6696
1,10,NA,971,NA,1,347.2894
1,10,NA,971,NA,2,347.2894
1,10,NA,972,NA,1,238.8244
1,10,NA,972,NA,2,238.8244
1,10,NA,973,NA,1,98.687
1,10,NA,973,NA,2,98.687
1,10,NA,974,NA,1,100.0722
1,10,NA,974,NA,2,100.0722
1,10,NA,975,NA,1,184.6514
1,10,NA,975,NA,2,184.6514
1,10,NA,976,NA,1,284.6092
1,10,NA,976,NA,2,284.6092
1,10,NA,977,NA,1,153.8714
1,10,NA,977,NA,2,153.8714
1,10,NA,978,NA,1,202.7972
1,10,NA,978,NA,2,202.7972
1,10,NA,979,NA,1,129.281
1,10,NA,979,NA,2,129.281
1,10,NA,980,NA,1,231.6918
1,10,NA,980,NA,2,231.6918
1,10,NA,981,NA,1,235.1416
1,10,NA,981,NA,2,235.1416
1,10,NA,982,NA,1,212.1576
1,10,NA,982,NA,2,212.1576
1,10,NA,983,NA,1,133.7562
1,10,NA,983,NA,2,133.7562
1,10,NA,984,NA,1,120.3266
1,10,NA,984,NA,2,120.3266
1,10,NA,985,NA,1,162.3524
1,10,NA,985,NA,2,162.3524
1,10,NA,986,NA,1,204.3584
1,10,NA,986,NA,2,204.3584
1,10,NA,987,NA,1,92.0162
1,10,NA,987,NA,2,92.0162
1,10,NA,988,NA,1,139.6376
1,10,NA,988,NA,2,139.6376
1,10,NA,989,NA,1,214.8652
1,10,NA,989,NA,2,214.8652
1,10,NA,990,NA,1,209.1754
1,10,NA,990,NA,2,209.1754
1,10,NA,991,NA,1,191.2136
1,10,NA,991,NA,2,191.2136
1,10,NA,992,NA,1,356.8866
1,10,NA,992,NA,2,356.8866
1,10,NA,993,NA,1,263.468
1,10,NA,993,NA,2,263.468
1,10,NA,994,NA,1,207.5886
1,10,NA,994,NA,2,207.5886
1,10,NA,995,NA,1,172.5926
1,10,NA,995,NA,2,172.5926
1,10,NA,996,NA,1,234.9136
1,10,NA,996,NA,2,234.9136
1,10,NA,997,NA,1,272.678
1,10,NA,997,NA,2,272.678
1,10,NA,998,NA,1,149.644
1,10,NA,998,NA,2,149.644
1,10,NA,999,NA,1,119.0108
1,10,NA,999,NA,2,119.0108
1,10,NA,1000,NA,1,264.7412
1,10,NA,1000,NA,2,264.7412
